objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,areadoc-link,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll142,cb_ajpr0142.jpg,,,"Oficio nº 51, de 07/01/1975, dirigido al Director Técnico de la Reserva, informando de la necesidad de realizar un descaste de zorros antes de la próxima paridera de la cabra montes.",José Pino Díaz,1975-01-07,"Oficio nº 51, de 07/01/1975, dirigido al Director Técnico de la Reserva, proponiendo que a la vista de la gran cantidad de zorros se hace preciso realizarun su descaste, antes de la próxima paridera de la cabra montes, ya que estima que del 50% al 60% de las crías se pierden a consecuencia de esas alimañas.",Reserva Nacional de Caza de la Serranía de Ronda;Monte Pinar de Yunquera (Málaga);ICONA;Jefatura Provincial de Málaga;guardas forestales;Capra pyrenaica Schinz;alimañas;1975,https://areadoc.blogspot.com/2023/02/sobre-la-reserva-nacional-de-caza-de-la.html,"Reserva Nacional de Caza, Yunquera (Málaga)",36.721873,-4.986122,"Archivo de José Pino Rivera",cb_ajpr0142.jpg,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll143,cb_ajpr0143.jpg,,,"Fotografía de grupo tomada el 23 de julio de 1975, día que quedó instalada la Virgen de la Victoria sobre un pedestal de ladrillo en una covacha cerca del pilar de Tolox.",Diego Marín Sepúlveda,1975-07-23,"Fotografía de grupo tomada el 23 de julio de 1975, día que quedó instalada la Virgen de la Victoria sobre un pedestal de ladrillo en una covacha cerca del pilar de Tolox. Autor Diego Marín. NOTA.- Al dorso figura anotado: 'Para el Sr. Pino un recuerdo de su buen amigo, Diego Marín. Parque Nacional de la Sierra de las Nieves. Nuestra Señora Santa María de la Victoria de las Nieves. 23 de julio de 1975.'",Diego Marín Sepúlveda;Pilar de Tolox;Monte de Tolox (Málaga);ICONA;Jefatura Provincial de Málaga;guardas forestales;Virgen de la Victoria;Virgen de las Nieves;1975,https://areadoc.blogspot.com/2019/12/nuestra-senora-santa-maria-de-la.html,"Pilar de Tolox",36.682063,-4.998989,"Archivo de José Pino Rivera",cb_ajpr0143.jpg,image/fotografía de grupo,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll144,cb_ajpr0144.jpg,,,"Fotografías tomadas el 23 de julio de 1975, día que quedó instalada la Virgen de la Victoria sobre un pedestal de ladrillo en una covacha cerca del pilar de Tolox.",Diego Marín Sepúlveda,1975-07-23,"Fotografías tomadas el 23 de julio de 1975, día que quedó instalada la Virgen de la Victoria sobre un pedestal de ladrillo en una covacha cerca del pilar de Tolox. Autor Diego Marín. Fotografía superior.- Porte de ladrillos por grupo de personas situados en cadena, desde la explanada del pilar de Tolox a la covacha donde se levantó el pedestal para la Virgen. Fotografía inferior.- Fotografía de grupo junto a la escultura de la Virgen, una vez instalada esta y celebrada la misa.",Diego Marín Sepúlveda;Pilar de Tolox;Monte de Tolox (Málaga);ICONA;Jefatura Provincial de Málaga;guardas forestales;Virgen de la Victoria;Virgen de las Nieves;1975,https://areadoc.blogspot.com/2019/12/nuestra-senora-santa-maria-de-la.html,"Pilar de Tolox",36.682063,-4.998989,"Archivo de José Pino Rivera",cb_ajpr0144.jpg,image/fotografía de grupo,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll145,cb_ajpr0145.jpg,,,"Oficio nº 34, de 24/09/1974, dirigido al Ayudante de Montes D. Juan Rodríguez de Velasco, informando de las existencias de planta de pinsapo en el vivero.",José Pino Rivera,1974-09-24,"Oficio nº 34, de 24/09/1974, dirigido al Ayudante de Montes D. Juan Rodríguez de Velasco, informando de las existencias de planta de pinsapo en el vivero de Yunquera: 26.000 bolsitas con plantita de A. pinsapo, 10.000 plantitas a raíz desnuda de A. pinsapo, 1.000 plantitas a raíz desnuda de P. pinaster.",Juan Rodríguez de Velasco;viveros forestales;repoblaciones forestales;Abies pinsapo Boiss.;Pinus pinaster Aiton;Monte Pinar de Yunquera (Málaga);ICONA;Jefatura Provincial de Málaga;guardas forestales;1974,https://areadoc.blogspot.com/2022/03/trabajos-en-los-montes-de-yunquera-de_6.html,"Cueva del Agua, Yunquera (Málaga)",36.731684,-4.968185,"Archivo de José Pino Rivera",cb_ajpr0145.jpg,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll146,cb_ajpr0146.jpg,,,"Página del libro de registro de correspondencia laboral de salida, enviada entre el 18/03/1966 y el 16/05/1966. Alfarnate (Málaga).",José Pino Rivera,1966-03-18,"La sierra de Enmedio de Alfarnate (Málaga) fue consorciada con el PFE el 25/11/1963. En el año 1964 se le encargó a José Pino Rivera la repoblación del monte reciéntemente consorciado; acabadas las plantaciones de pinar quedó a la custodia del monte, fijando su residencia en Alfarnate. En Alfarnate residió hasta octubre de 1969.",Patrimonio Forestal del Estado; Servicio Hidrológico Forestal de Málaga;Sierra de Enmedio;guardas forestales;1966,https://areadoc.blogspot.com/2019/05/la-repoblacion-de-almendros-y-pinos-de.html,"Alfarnate (Málaga)",36.993661,-4.259403,"Archivo de José Pino Rivera",cb_ajpr0146,image/libro de registro de salidas,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll147,cb_ajpr0147.jpg,,,"Página del libro de registro de correspondencia laboral de salida, enviada entre el 31/12/1966 y el 08/05/1967. Alfarnate (Málaga).",José Pino Rivera,1966-12-31,"La sierra de Enmedio de Alfarnate (Málaga) fue consorciada con el PFE el 25/11/1963. En el año 1964 se le encargó a José Pino Rivera la repoblación del monte reciéntemente consorciado; acabadas las plantaciones de pinar quedó a la custodia del monte, fijando su residencia en Alfarnate. En Alfarnate residió hasta octubre de 1969.",Patrimonio Forestal del Estado; Servicio Hidrológico Forestal de Málaga;Sierra de Enmedio;guardas forestales;1966,https://areadoc.blogspot.com/2019/05/la-repoblacion-de-almendros-y-pinos-de.html,"Alfarnate (Málaga)",36.993661,-4.259403,"Archivo de José Pino Rivera",cb_ajpr0147,image/libro de registro de salidas,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll148,cb_ajpr0148.jpg,,,"Página del libro de registro de correspondencia laboral de salida, enviada entre el 30/03/1967 y el 07/06/1967. Alfarnate (Málaga).",José Pino Rivera,1967-03-30,"La sierra de Enmedio de Alfarnate (Málaga) fue consorciada con el PFE el 25/11/1963. En el año 1964 se le encargó a José Pino Rivera la repoblación del monte reciéntemente consorciado; acabadas las plantaciones de pinar quedó a la custodia del monte, fijando su residencia en Alfarnate. En Alfarnate residió hasta octubre de 1969.",Patrimonio Forestal del Estado; Servicio Hidrológico Forestal de Málaga;Sierra de Enmedio;guardas forestales;1967,https://areadoc.blogspot.com/2019/05/la-repoblacion-de-almendros-y-pinos-de.html,"Alfarnate (Málaga)",36.993661,-4.259403,"Archivo de José Pino Rivera",cb_ajpr0148,image/libro de registro de salidas,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll149,cb_ajpr0149.jpg,,,"Página del libro de registro de correspondencia laboral de salida, enviada el 07/06/1967. Alfarnate (Málaga)",José Pino Rivera,1967-06-07,"La sierra de Enmedio de Alfarnate (Málaga) fue consorciada con el PFE el 25/11/1963. En el año 1964 se le encargó a José Pino Rivera la repoblación del monte reciéntemente consorciado; acabadas las plantaciones de pinar quedó a la custodia del monte, fijando su residencia en Alfarnate. En Alfarnate residió hasta octubre de 1969.",Patrimonio Forestal del Estado; Servicio Hidrológico Forestal de Málaga;guardas forestales;1967,https://areadoc.blogspot.com/2019/05/la-repoblacion-de-almendros-y-pinos-de.html,"Alfarnate (Málaga)",36.993661,-4.259403,"Archivo de José Pino Rivera",cb_ajpr0149,image/libro de registro de salidas,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll150,cb_ajpr0150.jpg,,,"Carta de 09/10/1979 de José Javier Nicolás Isasa a Miguel Álvarez Calvente, felicitándole por el desarrollo del programa de Aulas en la Naturaleza en la provincia de Málaga durante 1979.",José Javier Nicolás Isasa,1979-10-09,"Carta de 09/10/1979 de José Javier Nicolás Isasa, Subdirector General de Recursos en Régimen Especial del ICONA, a Miguel Álvarez Calvente, Ingeniero Jefe del ICONA en Málaga, felicitándolo por la memoria sobre el desarrollo del programa de Aulas en la Naturaleza en la provincia de Málaga durante 1979, con el ruego que la transmita a cuantos han intervenido.",José Javier Nicolás Isasa;ICONA;Jefatura Provincial de Málaga;Aulas en la Naturaleza;agentes forestales;1979,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Madrid (Madrid)",40.407861,-3.712326,"Archivo de José Pino Rivera",cb_ajpr0150,image/carta,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll151,cb_ajpr0151.jpg,,,"Página del libro de registro de correspondencia laboral de salida, enviada el 08/06/1967 y el 27/07/1967. Alfarnate (Málaga)",José Pino Rivera,1967-06-08,"La sierra de Enmedio de Alfarnate (Málaga) fue consorciada con el PFE el 25/11/1963. En el año 1964 se le encargó a José Pino Rivera la repoblación del monte reciéntemente consorciado; acabadas las plantaciones de pinar quedó a la custodia del monte, fijando su residencia en Alfarnate. En Alfarnate residió hasta octubre de 1969.",Patrimonio Forestal del Estado; Servicio Hidrológico Forestal de Málaga;Sierra de Enmedio;guardas forestales;1967,https://areadoc.blogspot.com/2019/05/la-repoblacion-de-almendros-y-pinos-de.html,"Alfarnate (Málaga)",36.993661,-4.259403,"Archivo de José Pino Rivera",cb_ajpr0151,image/libro de registro de salidas,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll152,cb_ajpr0152.jpg,,,"Página del libro de registro de correspondencia laboral de salida, enviada el 07/11/1968 y el 20/01/1969. Alfarnate (Málaga)",José Pino Rivera,1968-11-07,"La sierra de Enmedio de Alfarnate (Málaga) fue consorciada con el PFE el 25/11/1963. En el año 1964 se le encargó a José Pino Rivera la repoblación del monte reciéntemente consorciado; acabadas las plantaciones de pinar quedó a la custodia del monte, fijando su residencia en Alfarnate. En Alfarnate residió hasta octubre de 1969.",Patrimonio Forestal del Estado; Servicio Hidrológico Forestal de Málaga;Sierra de Enmedio;guardas forestales;1968,https://areadoc.blogspot.com/2019/05/la-repoblacion-de-almendros-y-pinos-de.html,"Alfarnate (Málaga)",36.993661,-4.259403,"Archivo de José Pino Rivera",cb_ajpr0152,image/libro de registro de salidas,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll153,cb_ajpr0153.jpg,,,"Página del libro de registro de correspondencia laboral de salida, enviada el 12/06/1968 y el 06/11/1968. Alfarnate (Málaga)",José Pino Rivera,1968-06-12,"La sierra de Enmedio de Alfarnate (Málaga) fue consorciada con el PFE el 25/11/1963. En el año 1964 se le encargó a José Pino Rivera la repoblación del monte reciéntemente consorciado; acabadas las plantaciones de pinar quedó a la custodia del monte, fijando su residencia en Alfarnate. En Alfarnate residió hasta octubre de 1969.",Patrimonio Forestal del Estado; Servicio Hidrológico Forestal de Málaga;Sierra de Enmedio;guardas forestales;1968,https://areadoc.blogspot.com/2019/05/la-repoblacion-de-almendros-y-pinos-de.html,"Alfarnate (Málaga)",36.993661,-4.259403,"Archivo de José Pino Rivera",cb_ajpr0153,image/libro de registro de salidas,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll154,cb_ajpr0154.jpg,,,"Carta de Fuensanta Coves Botella, Consejera de Medio Ambiente, comunicando la concesión del Premio de Andalucía de Medio Ambiente 2001 al Cuerpo de Agentes de Medio Ambiente.",Fuensanta Coves Botella,2002-10-31,"Carta de Fuensanta Coves Botella, Consejera de Medio Ambiente, a José Pino Rivera, comunicándole que se le ha concedido el Premio de Andalucía de Medio Ambiente 2001 junto al resto de sus compañeros pertenecientes al Cuerpo de Agentes de Medio Ambiente.",Agencia de Medio Ambiente;premios;felicitaciones;agentes de medio ambiente;2002,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Sevilla (Sevilla)",37.361228,-5.982405,"Archivo de José Pino Rivera",cb_ajpr0154,image/carta,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll155,cb_ajpr0155.jpg,,,"Carta del 29/06/1984 de Ángel Barbero Martín, Director General del ICONA, comunicando que ha sido transferido a la comunidad autónoma de Andalucía, y saluda del 23/07/1984 de Miguel Álvarez Calvente, Ingeniero Jefe Provincial del ICONA en Málaga.",Ángel Barbero Martín,1984-06-29,"Oficio del 29/06/1984 de Ángel Barbero Martín, Director General del ICONA, a José Pino Rivera, comunicándole que ha sido transferido a la comunidad autónoma de Andalucía, de acuerdo al Real Decreto 1095/1984 (BOE del 11/06/1984), y saluda del 23/07/1984 de Miguel Álvarez Calvente, Ingeniero Jefe Provincial del ICONA en Málaga, adjuntando el oficio del Director General.",Ángel Barbero Martín; Director General;ICONA;Comunidad Autónoma de Andalucía;Jefatura Provincial de Málaga;transferencias;agentes forestales;1984,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Madrid (Madrid)",40.407861,-3.712326,"Archivo de José Pino Rivera",cb_ajpr0155,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll156,cb_ajpr0156.jpg,,,"Oficio nª 2.474 de 05/03/1958 de Antonio Cano, Ingeniero Jefe del Distrito Forestal de Granada, comunicando los requisitos para el envío del certificado solicitado.",Ántonio Cano Ramos,1958-03-05,"ficio nª 2.474 de 05/03/1958 de Antonio Cano, Ingeniero Jefe del Distrito Forestal de Granada, dirigido a José Pino Rivera, comunicándole que para el envío del certificado solicitado debe abonar 50 Ptas. por derechos de certificación, una póliza de 3 Ptas. y un sello de la Mutualidad de 5 Ptas., en total 58 Ptas.",Antonio Cano Ramos;Ingenieros Jefes;ICONA;Distrito Forestal;certificados;oposiciones;1958,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Granada (Granada)",37.181830,-3.600885,"Archivo de José Pino Rivera",cb_ajpr0156,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll157,cb_ajpr0157.jpg,,,"Escrito de 24 de octubre de 1988 de Manuel Melero Muñoz, Delegado de Gobernación en Málaga, de felicitación y gratitud, en reconocimiento por su dedicación y entrega excepcional en el ejercicio de sus funciones.",Manuel Melero Muñoz,1988-10-24,"En reconocimiento al mérito que supone la entrega excepcional de D. José Pino Rivera, adcrito temporalmente a esta Delegación de Gobernación, en el ejercicio de las categorías propias de su categoría administrativa, vengo en trasladarle mi felicitación y gratitud por su dedicación y ejemplaridad. Málaga, 24 de octubre de 1988. El Delegado de Gobernación.",Manuel Melero Muñoz;Delegados Provinciales;Junta de Andalucía;felicitaciones;1988,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Málaga (Málaga)",36.717732,-4.423384,"Archivo de José Pino Rivera",cb_ajpr0157,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll158,cb_ajpr0158.jpg,,,"Oficio de 12 de mayo de 1980, dirigido al Director Técnico de la Reserva, remitiendo solicitudes de cazadores locales de permisos de caza mayor en la Reserva de Caza.",José Pino Rivera,1980-05-12,"Adjunto remito a V.S. solicitudes de petición de permisos de caza mayor, de cazadores locales, para la Reserva, y a petición de los mismos al que suscribe, para su envío. Estas peticiones son para los ejemplares reservados a cazadores locales. Yunquera, 12/05/1980. El Agente Forestal del ICONA.",ICONA;Jefatura Provincial de Málaga;Reserva Nacional de Caza de la Serranía de Ronda;caza mayor;caza a rececho;Capra Pyrenaica Schinz;agentes forestales;1980,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Reserva Nacional de Caza, Yunquera (Málaga)",36.712972,-4.984995,"Archivo de José Pino Rivera",cb_ajpr0158,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll159,cb_ajpr0159.jpg,,,"Autorización nº 01693, de 30/03/1974, del Ingeniero Jefe Provincial del ICONA en Málaga, de caza fotográfica en la Reserva Nacional de la Serranía de Ronda, a favor de D. Joaquín Mateo, del 8 al 13 de abril de 1974.",Miguel Álvarez Calvente,1974-03-30,"Autorización nº 01693, de 30/03/1974, del Ingeniero Jefe Provincial del ICONA en Málaga, de caza fotográfica en la Reserva Nacional de la Serranía de Ronda, a favor de D. Joaquín Mateo, de 8 a 13 de abril de 1974.",ICONA;Jefatura Provincial de Málaga;Reserva Nacional de Caza de la Serranía de Ronda;caza fotográfica;Capra Pyrenaica Schinz;guardas forestales;1974,https://areadoc.blogspot.com/2020/03/sierra-blanca-de-ojen-origen-del-coto.html,"Reserva Nacional de Caza, Yunquera (Málaga)",36.712972,-4.984995,"Archivo de José Pino Rivera",cb_ajpr0159,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll160,cb_ajpr0160.jpg,,,"Oficio de 17/04/1970, dirigido al Director Técnico de la Reserva, informando de los daños producidos por cabras monteses en cultivos de finca particular.",José Pino Rivera,1974-04-17,"Oficio de 17/04/1974, de José Pino Rivera dirigido al Director Técnico dela Reserva, informando de los daños producidos por cabras monteses en cultivos de la finca particular situada en la parte baja de la Cañada de la Violeta. Los daños han sido valorados en 10.000 Ptas. Se ha comprobado que un rebaño de 25 machos monteses ha acudido de continuo a la finca al anochecer, desde los Peros.",ICONA;Jefatura Provincial de Málaga;Reserva Nacional de Caza de la Serranía de Ronda;Capra pyrenaica Schinz;daños en cultivos;guardas forestales;1974,https://areadoc.blogspot.com/2020/03/sierra-blanca-de-ojen-origen-del-coto.html,"Reserva Nacional de Caza, Yunquera (Málaga)",36.712972,-4.984995,"Archivo de José Pino Rivera",cb_ajpr0160,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll161,cb_ajpr0161.jpg,,,"Retén de combate de incendios, puesto de Fuengirola (tachado) El Burgo. Hoja de firmas de compromiso de realizar la campaña completa. Málaga, 30/06/1974. Nota a mano.- Sueldo 325 Ptas.",Anónimo,1974-06-30,"Retén de combate de incendios, puesto de Fuengirola (tachado) El Burgo. Hoja de firmas de compromiso de realizar la campaña completa. Málaga, 30/06/1974. Nota a mano.- sueldo 325 Ptas. En 1973 y 1974 se formaron en Málaga los primeros retenes de incendios forestales de Andalucía de la mano de Miguel Álvarez Calvente, por entonces Ingeniero Jefe Provincial del Instituto para la Conservación de la Naturaleza (ICONA) y de Agustín Lozano Hernández, responsable de la materia en la provincia de Málaga. Estaban dirigidos por Agentes Forestales del ICONA y formados por trabajadores forestales de El Burgo y de Yunquera, fueron el germen de los actuales grupos de bomberos forestales del Plan INFOCA.",ICONA;Jefatura Provincial de Málaga;Incendios forestales;Retén de combate de incendios;1974,https://areadoc.blogspot.com/2019/07/los-trabajos-forestales-en-el-pinsapar.html,"El Burgo (Málaga)",36.789753,-4.946855,"Archivo de José Pino Rivera",cb_ajpr0161.jpg,image/hoja de firmas,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll162,cb_ajpr0162.jpg,,,"Retén de combate de incendios, puesto de Alhaurín - El Burgo. Hoja de firmas de compromiso de realizar la campaña completa. Málaga, 30/06/1974. Nota a mano.- Sueldo 325 Ptas.",Anónimo,1974-06-30,"Retén de combate de incendios, puesto de Alhaurín - El Burgo. Hoja de firmas de compromiso de realizar la campaña completa. Málaga, 30/06/1974. Nota a mano.- sueldo 325 Ptas. En 1973 y 1974 se formaron en Málaga los primeros retenes de incendios forestales de Andalucía de la mano de Miguel Álvarez Calvente, por entonces Ingeniero Jefe Provincial del Instituto para la Conservación de la Naturaleza (ICONA) y de Agustín Lozano Hernández, responsable de la materia en la provincia de Málaga. Estaban dirigidos por Agentes Forestales del ICONA y formados por trabajadores forestales de El Burgo y de Yunquera, fueron el germen de los actuales grupos de bomberos forestales del Plan INFOCA.",ICONA;Jefatura Provincial de Málaga;Incendios forestales;Retén de combate de incendios;1974,https://areadoc.blogspot.com/2019/07/los-trabajos-forestales-en-el-pinsapar.html,"Alhaurín el Grande (Málaga)",36.640823,-4.690322,"Archivo de José Pino Rivera",cb_ajpr0162.jpg,image/hoja de firmas,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll163,cb_ajpr0163.jpg,,,"Oficio nº 1598, de 23/03/1974, de José Ángel Carrera Morales, Ingeniero Jefe del ICONA en Málaga, informando de la autorización de aprovechamiento a la Escuela Graduada Mixta de Yunquera.",José Ángel Carrera Morales,1974-03-23,"Autorización de corta de 248 Pinus pinea y 56 Eucaliptus. Conforme con lo solicitado por la Escuela Graduada Mixta de Yunquera, en fecha 18/03/1974, queda autorizada a efectuar un aprovechamiento de entresaca de doscientos cuarenta y ocho pinos y cincuenta y seis eucaliptus, que se encuentran dentro del perímetro del citado centro docente.",ICONA;Jefatura Provincial de Málaga;guardas forestales;Escuela Graduada Mixta;Yunquera (Málaga);maderas;aprovechamientos forestales;1974,https://areadoc.blogspot.com/2022/04/la-fiesta-del-arbol-y-los-arbolitos.html,"Los Arbolitos, Yunquera (Málaga)",36.734986,-4.927360,"Archivo de José Pino Rivera",cb_ajpr0163,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll164,cb_ajpr0164.jpg,,,"Oficio nº 118, de 29/05/1976, dirigido al Ingeniero Jefe del ICONA en Málaga, informando de la posible existencia de meloncillos en el término municipal de Yunquera (Málaga).",José Pino Rivera,1976-05-29,"En relación con su escrito resulta que en la parte Sur-Este del término de Yunquera, que colinda con Tolox, se tiene referencia que existen meloncillos, aunque hace algún tiempo que no se ven, ya que las veces que se han localizado ha sido por cazadores.",ICONA;Jefatura Provincial de Málaga;meloncillos;Yunquera (Málaga);guardas forestales;1976,https://areadoc.blogspot.com/2021/10/construcciones-caminos-de-herradura-y.html,"La Puente, Yunquera (Málaga)",36.711314,-4.905355,"Archivo de José Pino Rivera",cb_ajpr0164,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll165,cb_ajpr0165.jpg,,,"Oficio nº 12, de 24/03/1974, dirigido al Ingeniero Jefe del ICONA en Málaga, informando de los trabajos en el coto escolar de la Escuela Graduada Mixta de Yunquera (Málaga).",José Pino Rivera,1974-03-24,"Oficio nº 12, de 24/03/1974, de José Pino Rivera al Ingeniero Jefe del ICONA en Málaga, informando de los servicios de dirección y realización de trabajos prestados en el coto escolar Romualdo de Toledo de la Escuela Graduada Mixta de Yunquera. Al dorso del oficio relación de trabajos efectuados. Reparación de una cerca de piedra y construcción de un tramo; entresaca de 248 pies de pino piñonero y 56 de eucaliptos; apertura de 700 hoyos para plantar 100 plantones de eucalitos y 600 de pinos piñonero; preparación de 700 placetas para que una vez plantados los árboles por los escolares el Día Forestal Mundial, puedan ser regados;y, vallado de 618 m de perímetro y colocación de alambre de espino en la cerca perimetral.",ICONA;Jefatura Provincial de Málaga;guardas forestales;Escuela Graduada Mixta;Yunquera (Málaga);Día Forestal Mundial;Coto Escolar;repoblaciones forestales;plantaciones;1974,https://areadoc.blogspot.com/2022/04/la-fiesta-del-arbol-y-los-arbolitos.html,"Los Arbolitos, Yunquera (Málaga)",36.734986,-4.927360,"Archivo de José Pino Rivera",cb_ajpr0165,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll166,cb_ajpr0166.jpg,,,"Autorización, nº 557, de 07/02/1976, para acampar con dos tiendas en el paraje Los Enamorados, en el monte Pinar de Yunquera (Málaga), el 7 y 8 de febrero de 1976, cinco personas.",L. Mañas,1976-02-07,"Autorización, nº 557, de 07/02/1976, para acampar con dos tiendas en el paraje Los Enamorados, en el monte Pinar de Yunquera (Málaga), el 7 y 8 de febrero de 1976, cinco personas. NOTA.- Primera autorización de acampada que aparece en el archivo en formato normalizado. A partir de esta se van sucediendo los próximos años otras en el mismo formato de autorización.",ICONA;Jefatura Provincial de Málaga;autorizaciones;guardas forestales;actividades de uso público;acampadas;monte Pinar de Yunquera (Málaga);1976,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Peña de los Enamorados, Yunquera (Málaga)",36.705239,-5.004039,"Archivo de José Pino Rivera",cb_ajpr0166,image/autorización de acampada,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll167,cb_ajpr0167.jpg,,,"Circular, nº de registro 3.198, de 18/08/75. Medidas a ejecutar en los cotos de caza, sitos en esta provincia durante el intervalo que esté declarada zona de emergencia cinegética.",Miguel Álvarez Calvente,1975-08-18,"La abundancia de animales peligrosos para las personas, la ganadería y la caza existentes en nuestra provincia y que requieren un necesario control en evitación de la aparición de posibles epizootías, ha provocado el que se la declare Zona de emergencia cinegética. Ello supone la adopción de una serie de medidas encaminadas a reducir, fundamentalmente, el número de mamíferos predadores y en especial, zorros y perros errantes. Entre otras y en orden a lo establecido, en los terrenos acotados de esta provincia se procederá intentar dicha reducción mediante la utilización de cebos envenenados, para cuya colocación y posterior control, habrán de cumplirse los siguientes extremos: ámbito de aplicación, lugares autorizados, cebos a utilizar, plazo de validez, anuncios y control, responsabilidades y datos complementarios.",ICONA;Jefatura Provincial de Málaga;zonas de emergencia cinegética;circulares;guardas forestales;cotos de caza;1975,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Málaga (Málaga)",36.720019,-4.409777,"Archivo de José Pino Rivera",cb_ajpr0167,image/circular,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll168,cb_ajpr0168.jpg,,,"Instrucciones, nº de registro 3.380, de 12/09/1975. Campaña contra epizootías. Instrucciones al personal de guardería. El Ingeniero Jefe Provincial.",Miguel Álvarez Calvente,1975-09-12,"Corresponde al ICONA contribuir a la desaparición de los animales posibles mordedores - zorros y perros asilvestrados, principalmente - de los terrenos sometidos a régimen cinegético especial. Medidas adoptadas y cometido de la guardería forestal.",ICONA;Jefatura Provincial de Málaga;zonas de emergencia cinegética;instrucciones;guardas forestales;cotos de caza;1975,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Málaga (Málaga)",36.720019,-4.409777,"Archivo de José Pino Rivera",cb_ajpr0168,image/instrucciones,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll169,cb_ajpr0169.jpg,,,"Oficio nº 70, de 08/09/1975, dirigido al Ingeniero Jefe del ICONA en Málaga, informando de la retirada de 200 cebos envenenados de la Jefatura de Sanidad de Málaga.",José Pino Rivera,1975-09-08,"Por el que suscribe, y previa autorización del Ayuntamiento de Yunquera (Málaga), han sido retirados 200 cebos envenenados, de la Jefatura Provincial de Sanidad de Málaga, como primera partida, de la que se destinan 100 cebos al cuartel de caza nº 14 y los otros 100 al cuartel de caza nº 1, a cargo del que suscribe el primero y a cargo del guarda José Duarte Lerena el segundo.",ICONA;Jefatura Provincial de Málaga;zonas de emergencia cinegética;cebos envenenados;guardas forestales;cuarteles de caza;1975,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Yunquera (Málaga)",36.735494,-4.965201,"Archivo de José Pino Rivera",cb_ajpr0169,image/oficio,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
